file,,name,include,copyright,copyrightLink,category,disputed,territory,all,,style,canton,star,emblemFlag,red white blue,world,worldDisputed,worldTerritories,worldAll,,allFiles,allFlags,coldWar
Emb03415042.svg,,Ecuador,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb47445935.svg,,Egypt,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb55098594.svg,,El Salvador,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb00207163.svg,,Equatorial Guinea,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb29498896.svg,,Estonia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb96317961.svg,,Eswatini,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb81978960.svg,,Fiji,,copyright,"By Simi Tukidia - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15356220",emblem,,,,,,,,,,,,,,,allFiles,,
Emb63456472.svg,,Finland,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb19838248.svg,,Gabon,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb94694648.svg,,Germany,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb38707637.svg,,Ghana,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb71033894.svg,,Greece,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb00997270.svg,,Grenada,,copyright,"By This vector image was created with Inkscape . - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=58198603",emblem,,,,,,,,,,,,,,,allFiles,,
Emb84577849.svg,,Guatemala,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb62276376.svg,,Guinea,,copyright,"Von unbekannt, vektorisiert von 85.239.121.124 - http://de.wikipedia.org/w/index.php?title=Wikipedia:Redaktion_Bilder&amp;diff=78556199&amp;oldid=78521841, PD-Amtliches Werk, https://de.wikipedia.org/w/index.php?curid=5627309",emblem,,,,,,,,,,,,,,,allFiles,,
Emb14949074.svg,,Guyana,,copyright,"By Sodacan - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=26996060",emblem,,,,,,,,,,,,,,,allFiles,,
Emb13439091.svg,,Haiti,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb77016125.svg,,Honduras,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb36305736.svg,,Hungary,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb47713974.svg,,Iceland,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb13448377.svg,,Iraq,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb74290974.svg,,Ireland,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb17521743.svg,,Jamaica,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb76615897.svg,,Jordan,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb17795568.svg,,Kenya,,copyright,"By Ashiriz - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24590921",emblem,,,,,,,,,,,,,,,allFiles,,
Emb08581562.svg,,Kiribati,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb44592788.svg,,Latvia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb34753288.svg,,Lebanon,,copyright,"By Zscout370 at en.wikipedia.org, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=2105442",emblem,,,,,,,,,,,,,,,allFiles,,
Emb42160468.svg,,Lesotho,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb68306439.svg,,Liberia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb50497364.svg,,Lithuania,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb56023763.svg,,Malawi,,copyright,"Von Sodacan - Eigenes Werk, in accordance with the blazon (heraldic description) above., CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=31508855",emblem,,,,,,,,,,,,,,,allFiles,,
Emb08433942.svg,,Malaysia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb18104550.svg,,Mali,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb53635153.svg,,Malta,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb00045940.svg,,Mauritius,,copyright,"Von Yashveer Poonit - Diese Datei enthält Elemente, die von folgender Datei entnommen oder adaptiert wurden:, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=31763039",emblem,,,,,,,,,,,,,,,allFiles,,
Emb66749833.svg,,Mexico,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb31738911.svg,,Moldova,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb93958176.svg,,Monaco,,copyright,"Von Eigenes Werk, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=5395883",emblem,,,,,,,,,,,,,,,allFiles,,
Emb46166984.svg,,Montenegro,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb80571726.svg,,Morocco,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb90830299.svg,,Namibia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb72740338.svg,,Nauru,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb83790393.svg,,New Zealand,,copyright,"By Sodacan - This SVG coat of arms includes elements that have been taken or adapted from this flag:, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=6353680",emblem,,,,,,,,,,,,,,,allFiles,,
Emb94643965.svg,,Nicaragua,,copyright,"Von C records, Attribution, https://commons.wikimedia.org/w/index.php?curid=23952134",emblem,,,,,,,,,,,,,,,allFiles,,
Emb45419604.svg,,Niger,,copyright,"By Pbroks13 (talk) - based on File:Coat of Arms of Niger.gif, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=6853312",emblem,,,,,,,,,,,,,,,allFiles,,
Emb61600789.svg,,Nigeria,,copyright,"Von Lumia1234 - Eigenes Werk, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=33644630",emblem,,,,,,,,,,,,,,,allFiles,,
Emb30197334.svg,,North Macedonia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb15211845.svg,,Norway,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb84061758.svg,,Palestine,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb77723187.svg,,Panama,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb00466125.svg,,Paraguay,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb74221085.svg,,Portugal,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb92505942.svg,,Romania,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb23540280.svg,,Rwanda,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb42623356.svg,,Saint Kitts and Nevis,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb51471801.svg,,Saint Lucia,,copyright,"By Diafora - Own work,based on one found on this website: [1], CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=16245673",emblem,,,,,,,,,,,,,,,allFiles,,
Emb81680773.svg,,Saint Vincent and the Grenadines,,copyright,"By Prez001 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=28134240",emblem,,,,,,,,,,,,,,,allFiles,,
Emb33000005.svg,,Samoa,,copyright,"By Simitukidia - Example (talk · contribs), CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=15357116",emblem,,,,,,,,,,,,,,,allFiles,,
Emb33498621.svg,,San Marino,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb51636197.svg,,Senegal,,copyright,"Von Xavi Garcia, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=10105280",emblem,,,,,,,,,,,,,,,allFiles,,
Emb67099492.svg,,Serbia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb67025962.svg,,Seychelles,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb50781820.svg,,Sierra Leone,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb02185287.svg,,Singapore,,copyright,"By Xavi Garcia, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=10850735",emblem,,,,,,,,,,,,,,,allFiles,,
Emb42885392.svg,,Slovakia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb21859536.svg,,Slovenia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb98117348.svg,,Somalia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb77466049.svg,,South Africa,,copyright,"By Extracted from https://www.gcis.gov.za/sites/default/files/docs/resourcecentre/guidelines/corpid/3_4.pdf, with official colourssoftware: Inkscape 1.1.1, Fair use, https://en.wikipedia.org/w/index.php?curid=59918583",emblem,,,,,,,,,,,,,,,allFiles,,
Emb54225309.svg,,South Sudan,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb05033986.svg,,Suriname,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb49214655.svg,,Switzerland,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb04404623.svg,,Syria,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb97060911.svg,,Sao Tome and Principe,,copyright,"By Josedar - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=57386301",emblem,,,,,,,,,,,,,,,allFiles,,
Emb71981108.svg,,Tanzania,,copyright,"By FischX - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=3879550",emblem,,,,,,,,,,,,,,,allFiles,,
Emb08322747.svg,,the Bahamas,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb48157683.svg,,Central African Republic,,copyright,"By Own work based on: Coat of arms of the Central African Republic-NEW.png and Coat of arms of the Central African Republic.png, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=17018118",emblem,,,,,,,,,,,,,,,allFiles,,
Emb20939018.svg,,Czech Republic,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb64440819.svg,,Democratic Republic of the Congo,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb21044333.svg,,Dominican Republic,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb88428764.svg,,The Gambia,,copyright,"By Original design by Nicholas Potin, vectorised by user:Fenn-O-maniC - Own work based on [1], CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=24645841",emblem,,,,,,,,,,,,,,,allFiles,,
Emb31769714.svg,,Ivory Coast,,copyright,"By Romero13 - Own work based on: this previous file, by Sodacan: File:Coat_of_arms_of_Côte_d&#039;Ivoire_(1997-2001_variant).svg, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=89378847",emblem,,,,,,,,,,,,,,,allFiles,,
Emb87527331.svg,,Philippines,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb27882495.svg,,Republic of the Congo,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb36586110.svg,,Russia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb33639518.svg,,Solomon Islands,,copyright,"By Prez001 - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=29301427",emblem,,,,,,,,,,,,,,,allFiles,,
Emb94669921.svg,,Vatican City,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb46925582.svg,,Tonga,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb02679926.svg,,Trinidad and Tobago,,copyright,"By Sodacan - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=18484190",emblem,,,,,,,,,,,,,,,allFiles,,
Emb41145321.svg,,Tunisia,,copyright,"By FXXX - Collaborative effort by Graphics Lab, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=3570938",emblem,,,,,,,,,,,,,,,allFiles,,
Emb55380231.svg,,Tuvalu,,copyright,"Von Denelson83 - Eigenes Werk, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=5442520",emblem,,,,,,,,,,,,,,,allFiles,,
Emb39666849.svg,,Uganda,,copyright,"Von Sodacan - Eigenes Werk, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=18828670",emblem,,,,,,,,,,,,,,,allFiles,,
Emb61306708.svg,,Uruguay,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb48235894.svg,,Vanuatu,,copyright,"By Sodacan - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=20046125",emblem,,,,,,,,,,,,,,,allFiles,,
Emb35552227.svg,,Venezuela,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb90010228.svg,,Zambia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb70254777.svg,,Zimbabwe,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb03841428.svg,,Afghanistan,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb64920137.svg,,Algeria,,copyright,"By El Mouradia Palace - https://www.el-mouradia.dz/ar/algeria/symbols/nobility-symbol, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=128504805",emblem,,,,,,,,,,,,,,,allFiles,,
Emb21559729.svg,,Angola,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb89336956.svg,,Azerbaijan,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb48724143.svg,,Bahrain,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb47152637.svg,,Bhutan,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb30575194.svg,,Brunei,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb52976653.svg,,Djibouti,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb22766728.svg,,Eritrea,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb78520596.svg,,Ethiopia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb04106646.svg,,Guinea-Bissau,,copyright,"Von DzWiki - Eigenes Werk, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=17143424",emblem,,,,,,,,,,,,,,,allFiles,,
Emb98674773.svg,,India,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb15236627.svg,,Iran,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb97079916.svg,,Israel,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb63975123.svg,,Italy,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb59761040.svg,,Kazakhstan,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb54664144.svg,,Kuwait,,copyright,"By Emblem_of_Kuwait.svg: RoyFocker 12derivative work: Pbroks13 (talk) - Emblem_of_Kuwait.svg, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=27000232",emblem,,,,,,,,,,,,,,,allFiles,,
Emb85176754.svg,,Kyrgyzstan,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb94271908.svg,,Laos,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb73266995.svg,,Maldives,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb90333691.svg,,Mozambique,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb62787291.svg,,Nepal,,copyright,"By CAPTAIN MEDUSA - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=97992690",emblem,,,,,,,,,,,,,,,allFiles,,
Emb12494110.svg,,North Korea,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb60864260.svg,,Saudi Arabia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb77599290.svg,,South Korea,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb90712731.svg,,Sri Lanka,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb72635630.svg,,Sudan,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb24490615.svg,,Tajikistan,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb76502137.svg,,Thailand,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb21035427.svg,,the United Arab Emirates,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb34293464.svg,,Turkey,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb18597692.svg,,Turkmenistan,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb42941284.svg,,Uzbekistan,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb63314542.svg,,Vietnam,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb92939271.svg,,Yemen,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb18788750.svg,,Spain,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb74295479.svg,,Peru,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb81552480.svg,,Bangladesh,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb68377817.svg,,Georgia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb22214879.svg,,Luxembourg,,copyright,"By Katepanomegas, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=12955601",emblem,,,,,,,,,,,,,,,allFiles,,
Emb11988189.svg,,Belgium,,copyright,"By Sodacan, Katepanomegas, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=28462803",emblem,,,,,,,,,,,,,,,allFiles,,
Emb82610547.svg,,Sweden,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb29527467.svg,,USA,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb14813867.svg,,Poland,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb32078385.svg,,Japan,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb27399152.svg,,Ukraine,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb29177994.svg,,Denmark,,copyright,"By This SVG coat of arms includes elements that have been taken or adapted from this coat of arms:, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=10851483",emblem,,,,,,,,,,,,,,,allFiles,,
Emb03735838.svg,,Liechtenstein,,copyright,"By SVG Added Ramos - Own work based on: File:Coat of arms of Liechtenstein.png, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=30626967",emblem,,,,,,,,,,,,,,,allFiles,,
Emb02512517.svg,,Bangladesh,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb72981446.svg,,Indonesia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb66951003.svg,,Oman,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb33315840.svg,,Papua New Guinea,,copyright,"By Sodacan - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=61071416",emblem,,,,,,,,,,,,,,,allFiles,,
Emb06956863.svg,,People's Republic of China,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb53918725.svg,,Brazil,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb50937464.svg,,Cambodia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb07622948.svg,,Canada,,copyright,"By Government of Canada - Official rendition of the coat of arms of Canada. Converted to PNG by Fibonacci and then converted to svg by Zscout370., Fair use, https://en.wikipedia.org/w/index.php?curid=41955572",emblem,,,,,,,,,,,,,,,allFiles,,
Emb97284717.svg,,Netherlands,,copyright,"By Sodacan - Own work, Based on: Painting by Johannes Evert van Leeuwen (1855-1931) (from 1907), CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=28413312",emblem,,,,,,,,,,,,,,,allFiles,,
Emb61657957.svg,,United Kingdom,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb76708600.svg,,Madagascar,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb91755173.svg,,Mauritania,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb26171254.svg,,Palau,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb15640086.svg,,Comoros,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb76125251.svg,,Micronesia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb66762294.svg,,Libya,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb73249690.svg,,Marshall Islands,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb50182007.svg,,Mongolia,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb69449101.svg,,Pakistan,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
Emb10516242.svg,,Myanmar,,,none,emblem,,,,,,,,,,,,,,,allFiles,,
70898168.svg,,Walloon Brabant,,,none,belgium,,,,,,,,,,,,,,,allFiles,allFlags,
81699046.svg,,Antwerp,,,none,belgium,,,,,,,,,,,,,,,allFiles,allFlags,
03544228.svg,,Flemish Brabant,,,none,belgium,,,,,,,,,,,,,,,allFiles,allFlags,
86375738.svg,,Hainaut,,,none,belgium,,,,,,,,,,,,,,,allFiles,allFlags,
85235042.svg,,Limburg,,,none,belgium,,,,,,,,,,,,,,,allFiles,allFlags,
44994656.svg,,Namur,,,none,belgium,,,,,,,,,,,,,,,allFiles,allFlags,
34322824.svg,,East Flanders,,copyright,"By F5JMH - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=20308262",belgium,,,,,,,,,,,,,,,allFiles,allFlags,
62256365.svg,,Liege,,copyright,"By Ch1902, Min&#039;s - Based on File:Flag of the province of Liège.gif using elements from File:Blason liege prov.svg and File:Wapen van Luik (provincie).svg, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=6237262",belgium,,,,,,,,,,,,,,,allFiles,allFlags,
91296467.svg,,West Flanders,,,none,belgium,,,,,,,,,,,,,,,allFiles,allFlags,
41062764.svg,,Luxembourg,,,none,belgium,,,,,,,,,,,,,,,allFiles,allFlags,
34000523.svg,,Mexico (1846-1864),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
63553973.svg,,Toulouse Tripoli,,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
06229813.svg,,USA (1777-1795),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
57398411.svg,,Republic of China army flag (1913-1928),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
14624038.svg,,Austria Hungary (1869-1918),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
97135512.svg,,Royal Niger Company (1888-1899),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
29126885.svg,,Afghanistan (1880-1901),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
18863010.svg,,Afghanistan (1929),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
08743109.svg,,Afghanistan (1980-1987),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
58293391.svg,,Afghanistan (1992-2001),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
22560139.svg,,Afghanistan (2002-2004),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
35750780.svg,,Albania (1946-1992),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
86283214.svg,,Andorra (1806-1866),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
91647966.svg,,Bahrain (1820-1932),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
13842302.svg,,Bahrain (1932-1972),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
40831046.svg,,"Belarus (1918, 1991-1995)",,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
87227738.svg,,Benin (1975-1990),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
31362160.svg,,Bolivia (1826-1851),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
14033369.svg,,Bosnia and Herzegovina (1992-1998),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
26126960.svg,,Brazil (1870-1889),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
62108315.svg,,Brazil (1889),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
89678288.svg,,Buganda (1892),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
33107852.svg,,Cape Verde (1975-1992),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
73757866.svg,,China (1889-1912),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
59892820.svg,,China (1912-1928),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
60181789.svg,,French Indochina,,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
27725112.svg,,Congo Free State (1885–1908),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
07101656.svg,,Costa Rica (1840-1842),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
17198960.svg,,Costa Rica (1848-1906),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
68831111.svg,,Croatia (1941-1945),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
51615070.svg,,Democratic Kampuchea (1976-1979),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
84548372.svg,,East Germany (1959-1990),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
14326405.svg,,Ecuador (1845-1860),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
23193510.svg,,Egypt (1882-1922),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
99312345.svg,,Egypt (1922-1953),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
09247249.svg,,Egypt (1972-1984),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
99973849.svg,,Eritrea (1952-1961),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
35418890.svg,,Ethiopia (1897-1974),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
91498655.svg,,Royal Flag of France,,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
65730524.svg,,Free France (1940-1944),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
99305006.svg,,Georgia (1990-2004),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
90738780.svg,,Germany (1867-1918),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
61992691.svg,,Ghana (1964-1966),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
42412044.svg,,Grenada (1967-1974),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
64480544.svg,,Haiti (1964-1986),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
67568503.svg,,Haiti (1820-1849),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
10604470.svg,,Honduras (1898-1949),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
29315619.svg,,Hungary (1957-1990),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,coldWar
19357969.svg,,Iraq (1924-1959),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
87797909.svg,,Iraq (1959-1963),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
05915352.svg,,Iraq (1991-2004),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
90544025.svg,,Korea (1899),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
33690922.svg,,Laos (1952-1975),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
24473119.svg,,Lesotho (1987-2006),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
94638129.svg,,Libya (1977-2011),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
16786944.svg,,Macedonia (1992-1995),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
20634395.svg,,Malawi (2010-2012),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
90759526.svg,,Mali (1959-1961),,,none,historical,,,,,,,,,,,,,,,allFiles,allFlags,
